goodinfo,condemn,qAnswered,totalCorrect,percCorrect,ansall,dowork,doromantic,doacademic,dodrugs,trustswork,trustsromantic,trustsacademic,trustsdrugs,trustgwork,trustgromantic,trustgacademic,trustgdrugs,likework,likeromantic,likeacademic,likedrugs,compq1work,compq1romantic,compq1academic,compq1drugs,compq2work,compq2romantic,compq2academic,compq2drugs,compq3work,compq3romantic,compq3academic,compq3drugs,compq4work,compq4romantic,compq4academic,compq4drugs,sumdo,sumtrusts,sumtrustg,sumlike,sumtotal,age,gender,edu,income,generaltrust,reason,previousexperience
0,1,16,16,1,1,2,5,1,2,5,5,6,6,5,5,6,6,4,5,6,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.5,5.5,5.5,5.25,5.4375,28,2,2,7,6,"It's hard to trust somebody that has done something wrong, but its also hard to trust somebody that is willing to spill gossip on somebody. They could be spreading the attention and blame onto somebody else to avoid attention to their own flaw. However, I generally am a trusting person and therefore would give them the benefit of the doubt before jumping to negative conclusions about the person telling me about somebody else.",1
1,0,16,16,1,1,1,1,2,2,6,7,6,6,7,7,6,4,4,4,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.5,6.25,6,5,5.9375,20,1,4,1,5,"Based on my conversations with the people, I automatically assumed that they were telling the truth.",1
1,1,16,16,1,1,4,4,4,4,2,5,5,5,3,5,5,3,3,6,4,3,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4,4.25,4,4,4.0625,26,2,5,6,2,I pretended it was real life and answered how I would act.,3
0,1,16,16,1,1,2,3,4,2,5,4,4,5,5,4,3,5,5,4,3,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.25,4.5,4.25,4.25,4.5625,22,1,5,3,4,"I made judgements based on the famillarity of the situation and the severity.  For situations which I have seen or have personally experienced, I was generally more understanding such as in the case of the cheating and worker deadline.  For others I usually am close to neutral about my judgement.",2
0,0,16,16,1,1,1,1,1,1,5,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,7,2,2,1.5,3.125,22,1,4,6,4,Depending how how the person reacted to hearing about someone cheating or doing something they shouldn't have done gives me some insight of what they would do in their shoes.,1
1,1,16,16,1,1,4,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5,4,3.5,4,4.125,20,2,4,3,3,Based off of what I read.,1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,25,2,2,7,7,"I made my judgements based on the information provided.  I was asked to judge people I didn't know anything about, so I remained neutral in my assessment of them.",2
0,0,16,16,1,1,2,4,2,3,5,4,4,6,5,4,4,4,5,4,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.25,4.75,4.25,4.5,4.6875,24,2,4,4,3,I used what little knowledge was given to me to put myself in the shoes of the characters and determined how I would feel about the other people.,3
1,1,16,16,1,1,3,4,4,3,4,5,3,3,5,4,3,4,4,4,4,3,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4.5,3.75,4,3.75,4,19,1,4,2,5,"I gaged what type of situation it was, for instance a track runner would have more reason to accuse someone of using performance enhancing drugs than a coworker would have to say some other aquaintance wasn't a good worker. I based it on how trustworthy the person had been in the past.",1
1,0,4,1,0.25,0,,,,4,,,,4,,,,3,,,,4,,,,1,,,,3,,,,2,,,,2,4,4,3,4,3.75,,1,,,,,
0,0,16,16,1,1,3,4,3,4,4,3,4,5,3,3,4,4,4,4,5,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,4,3.5,4.25,4.0625,22,1,5,1,3,I thought about who was a snitch in the situation. Who had something to gain by telling me this.,1
0,1,16,16,1,1,1,2,4,2,5,5,3,5,4,2,2,5,4,4,3,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.5,3.25,3.75,4.3125,24,1,6,5,5,"I made judgements based on the content of the situation. For example, telling me about someone cheating is a little bit more understandable as that could be relevant to me. Telling me about some random person's cheating habits is completely unnecessary. I don't need to know that.",4
0,1,16,16,1,1,4,5,5,5,4,4,4,4,5,5,5,5,5,4,5,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,3.25,4,5,4.5,4.1875,20,1,4,7,4,By how I viewed the scenario,3
1,0,16,16,1,1,1,1,7,3,7,7,7,4,7,7,7,4,5,6,7,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,6.25,6.25,5.5,5.75,35,2,5,8,7,I went with my gut.,1
0,1,16,16,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6,6,6,6,6,33,2,4,6,5,People who disapprove of a behavior are less likely to do that behavior,1
0,1,16,16,1,1,4,2,4,5,4,5,3,4,5,7,5,4,5,6,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.25,4,5.25,4.75,4.5625,35,1,4,5,5,Personal experiences.,1
1,0,16,16,1,1,2,2,2,2,5,6,5,6,6,6,6,6,5,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.5,6,5.75,5.8125,25,1,5,4,5,If the characters values mirrored my own.,2
1,1,16,16,1,1,1,1,1,1,7,7,7,7,6,7,6,6,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,7,6.25,5.25,6.375,26,1,5,5,6,"I considered the trustworthiness of the person making the claim about the third party. If they seemed to be honest and trustworthy, I gave their judgment more weight.",1
0,1,4,3,0.75,0,,,,4,,,,3,,,,2,,,,2,,,,1,,,,1,,,,1,,,,1,4,3,2,2,2.75,,2,,,,,
0,1,16,16,1,1,5,6,3,6,3,2,4,2,2,2,4,1,5,1,6,2,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,3,2.75,2.25,3.5,2.875,23,1,4,2,5,"I made my judgments on this HIT based on the context, and how reliable I believe the person is who was telling me that people were immoral or wrongful. People who I work with, I would probably trust more than someone who I did not work with, because I spend alot of time with this person.",1
1,1,16,16,1,1,2,2,5,1,5,6,4,5,5,4,4,5,5,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.5,5,4.5,4.25,4.8125,29,1,5,6,5,Rationally,1
1,1,16,16,1,1,6,2,2,3,3,5,3,5,3,4,3,4,3,4,3,3,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4.75,4,3.5,3.25,3.875,22,1,4,5,6,"I made them based off of the situation in which someone did or did not do something, and depending on what I thought the seriousness of each one of them was.",2
0,0,16,16,1,1,3,5,4,3,5,5,4,7,5,5,4,5,5,5,4,7,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.25,5.25,4.75,5.25,4.875,32,1,5,9,5,Very similar to daily life.,1
1,0,16,16,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6,6,6,6,24,1,5,6,5,"I made my judgements by analyzing who was considered doing ""wrong"" actions. Contrasting them with the character we know didn't perform those actions which made that person look even better, and in the end, more trustworthy.",2
1,1,16,16,1,1,2,3,1,1,6,5,6,6,5,6,5,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.25,5.75,5.5,6,5.875,28,1,5,8,6,Weighing future predictions if I believe other will commit actions that are generally looked down upon.,1
1,1,8,7,0.875,0,,,2,1,,,7,7,,,6,5,,,5,6,,,2,2,,,1,2,,,3,3,,,1,1,6.5,7,5.5,5.5,6.125,,2,,,,,
1,1,16,16,1,1,1,3,1,1,5,4,5,5,6,4,5,6,5,5,4,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,4.75,5.25,4.75,5.3125,20,1,4,1,3,Base on what I heard on evaluations that the characters judged themselves.,1
0,0,16,16,1,1,2,1,4,1,6,6,4,6,6,5,5,6,6,5,4,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,5.5,5.5,5.25,5.5625,23,1,4,1,5,Looked at how the person judged the acquaintance that was guilty of the acts.,1
1,0,16,16,1,1,2,2,2,2,6,5,5,5,6,5,5,5,6,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.25,5.25,5.25,5.4375,29,1,5,9,5,"I used the information you gave me, which was sparse.",2
0,0,4,3,0.75,0,,4,,,,4,,,,4,,,,4,,,,1,,,,1,,,,2,,,,2,,,4,4,4,4,4,,2,,,,,
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,35,2,3,6,4,"Each story involved two other people besides yourself and an acquaintance. Each story included a situation where one person tells you that the mutual acquaintance did something morally wrong and how they disapproved. Then the questions were about the person who you know next to nothing about. Based off of the total lack of information on the person in the question I stayed middle of the road. i do not know if they are a good or bad person, there is no information on their performance at work, school, etc. Middle of the road seemed the best option.",1
0,1,16,16,1,1,3,2,4,3,5,5,4,5,5,5,4,5,4,6,3,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,4.75,4.75,4.5,4.75,28,2,6,4,5,I thought some forms of disapproval (toward romantic cheating) are better than others (cheating on tests.),2
1,0,16,16,1,1,1,1,1,2,6,7,6,6,5,6,5,5,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.75,6.25,5.25,5.25,5.875,21,1,4,4,5,"I don't think I fully realized it until just now, but in hindsight all my judgements were made off of what someone had said. That someone hadn't even been cleared themselves of cheating, so I really shouldn't have based my instincts off of theirs, but that's exactly what I did.",2
0,0,16,16,1,1,2,3,2,1,4,5,6,5,4,4,6,5,4,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,5,4.75,4.5,5.0625,32,1,3,6,4,I generally do not have much trust in a lot of people. I am more likely to be friendly with someone with similar interests if we meet while participating in those interests instead of at work or school. I also have less trust for people that reguarly gossip.,1
1,1,8,7,0.875,0,,2,2,,,5,5,,,4,5,,,4,4,,,2,2,,,1,2,,,3,3,,,1,1,,6,5,4.5,4,4.875,,2,,,,,
1,0,16,16,1,1,2,2,1,1,6,6,7,7,6,7,6,7,6,7,7,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.5,6.5,6.5,6.5,6.5,52,2,6,7,6,"Based on past behavior.  If past behavior was ethical, hopefully future behavior will be ethical as well.",3
1,0,16,16,1,1,2,2,2,2,6,6,6,6,5,5,5,5,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6,5,5.25,5.5625,26,1,5,7,6,I think that people who have reputations as not being cheaters or as being reliable are generally fairly trustworthy.,1
0,0,4,3,0.75,0,5,,,,4,,,,5,,,,5,,,,1,,,,1,,,,1,,,,2,,,,3,4,5,5,4.25,,2,,,,,
0,0,16,16,1,1,4,2,2,2,5,4,2,5,2,2,2,4,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4,2.5,5,4.25,30,1,2,4,2,I gave my basic impressions of people I don't know. None of the information presented to me was relevant. I generally distrust people while being open to liking them at the same time.,2
1,0,16,16,1,1,1,1,1,1,7,,7,6,7,7,7,6,7,7,7,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,7,6.66666650772095,6.75,6.75,6.79166650772095,52,2,2,1,4,By what was described,1
1,1,16,16,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,7,7,7,7,25,1,6,5,5,Whoever relates to my ethical values,1
0,1,16,16,1,1,3,3,3,3,4,5,5,4,4,4,4,4,4,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,4.5,4,4.5,4.5,24,1,4,5,3,The details. Nothing about what was stated would really give me insight as to how much I would like or trust someone. People are inconsistent and actions speak louder than words.,2
0,1,16,16,1,1,3,4,6,3,5,5,5,3,5,5,5,5,4,5,4,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,4.5,5,4,4.375,27,1,5,1,5,Somewhat confusingly -- guess I'm not good keeping track of names. I tried to imagine myself in that exact contrived situation and answer accordingly.,1
0,1,16,16,1,1,2,2,5,4,6,6,3,3,5,5,4,4,5,6,3,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.75,4.5,4.5,4.5,4.5625,18,2,4,9,5,"On the basis of the conversation, some issues are valuable to discuss",1
1,0,16,16,1,1,1,1,3,1,7,6,4,7,6,6,5,5,5,7,5,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.5,6,5.5,5.75,5.9375,29,1,5,7,6,Based on what a mutural friend told me.,1
1,1,16,14,0.875,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,2,3,1,1,1,2,3,3,3,3,1,1,1,1,4,4,4,3.5,3.875,,1,,,,,
1,1,16,16,1,1,2,1,1,2,6,6,5,6,6,6,5,5,5,7,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,5.75,5.5,5.5,5.8125,23,1,5,1,6,There's a pattern to the stories. But I made judgements based on the facts/hearsay I had available to me.,1
0,1,16,16,1,1,4,6,6,5,3,2,4,2,4,4,4,2,3,4,5,2,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,2.75,2.75,3.5,3.5,3.125,27,1,4,5,5,I generally did not trust anything anyone was saying because I did not know them.,1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,33,1,4,9,4,All of my judgements were neutral because I had no information about the person I was being asked to judge.,1
1,0,16,16,1,1,3,2,2,2,5,7,4,5,5,4,5,5,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.75,5.25,4.75,5.25,5.25,32,1,5,9,5,"Sarah is a cute name. the others, I guess i could trust them in that limited interaction, but honestly I was not given nearly enough information to make any judgement about any character. /  / Had there been an other on any selection i would have chosen it.",1
0,1,16,16,1,1,3,4,2,2,4,2,4,3,4,3,4,2,5,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.25,3.25,3.25,3.5,3.8125,21,2,4,3,6,I used my own past experiences where I was in similar conversations.,2
1,0,16,16,1,1,1,1,1,1,5,4,4,4,5,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,7,4.25,4.25,4,4.875,34,1,4,9,6,"I based my judgements on the information provided. I was less likely to trust a person that had been dishonest, and more likely to trust the opposite.",1
0,1,16,16,1,1,1,1,2,2,5,6,6,7,5,5,6,6,5,7,5,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.5,6,5.5,5.75,5.9375,23,1,4,10,7,"If someone shows strong disapproval  of doing something, it's unlikely that they'd do the thing that they don't like.",1
1,1,16,15,0.9375,1,2,1,2,1,6,7,6,6,6,6,5,5,5,5,5,5,2,2,2,2,1,1,1,2,3,3,3,3,1,1,1,1,6.5,6.25,5.5,5,5.8125,,2,,,,,
1,1,16,16,1,1,3,2,2,2,3,5,4,3,4,5,4,3,4,4,3,2,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,3.75,4,3.25,4.1875,32,1,4,6,4,"I made most judgments based on the unreliability of gossip and those that participate in in, balanced by stated knowledge that the person engaging in gossip did not cheat in the past",2
0,0,16,16,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,4,4,4,4.5,19,1,4,5,6,"I was told only of my direct interactions with the person I was not judging; thus, I couldn't make many value judgments on the one I was.   I do assume that people are unlikely to cheat.",1
0,1,16,16,1,1,1,1,1,1,5,6,6,5,3,6,5,6,3,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,5.5,5,4,5.375,24,1,2,3,5,,
1,1,16,16,1,1,3,2,2,2,6,6,6,5,6,5,5,5,6,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,5.75,5.25,5.5,5.5625,26,1,5,4,5,I made my judgements based on past experiences in similar situations.,2
1,0,16,15,0.9375,1,5,4,2,3,5,4,4,4,4,4,5,5,4,4,4,3,2,2,2,2,1,2,1,1,3,3,3,3,2,2,2,2,4.5,4.25,4.5,3.75,4.25,,2,,,,,
0,0,16,16,1,1,4,2,4,4,5,3,5,5,5,5,3,4,4,3,5,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,4.5,4.25,3.75,4.25,35,1,5,7,5,Just thought about hypotheticaly .,1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,33,2,4,6,6,I cannot judge someone based on rumors so I decided that all parties are innocent until proven otherwise.,3
1,0,16,16,1,1,3,3,3,2,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,5,5,4,4.8125,23,1,5,5,4,"There wasn't very much information to go on, except that the character I was evaluating in each story was (based on hearsay) innocent of a specific wrongdoing. As a result, I judged each rather neutrally, with an overall good impression but a bit of salutary mistrust.",1
0,1,16,16,1,1,2,2,2,2,5,5,4,5,5,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6,4.75,4,4,4.6875,24,1,5,4,3,"Even if a person expresses a strong disapproval for something, you can never be so sure that they won't act the same way. So I never put ""1-very unlikely"" for those parts of the questions. I think people can change or act differently upon what they actually say so you can't fully trust them just by a statement that they made.",1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,34,2,3,6,5,I could not  state how I felt about someone one way or another based on what others had said or the information that was presented to me in the scenarios.  I was to judge someone I knew nothing about.,1
0,0,16,16,1,1,2,2,2,2,6,6,5,6,5,4,5,4,4,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,5.75,4.5,4.5,5.1875,45,1,6,5,6,"I didn't have much info about the person I was making judgments on, so I just used what I normally thought of people.",1
0,0,16,15,0.9375,1,4,4,5,2,5,4,4,5,5,4,4,5,5,4,4,5,3,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.25,4.5,4.5,4.5,4.4375,,1,,,,,
1,0,16,16,1,1,2,2,2,2,5,5,6,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.25,5,5,5.3125,26,2,5,6,5,Too little information given about a person to win absolute trust. Trust is gained through personal interactions.,2
1,0,16,16,1,1,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,6,6,6,5.8125,24,1,5,6,6,I based my judgements off the information given in each scenario.,1
0,1,16,16,1,1,3,2,4,3,5,5,4,5,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,4.75,4.25,4,4.5,30,2,5,9,4,I pictured myself in the scenario as best as I could and made my judgments from there.,3
1,1,8,7,0.875,0,,1,,1,,7,,7,,6,,7,,6,,7,,2,,2,,1,,2,,3,,3,,1,,1,7,7,6.5,6.5,6.75,,1,,,,,
1,1,16,16,1,1,2,2,2,2,3,5,4,6,3,4,4,4,4,6,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,4.5,3.75,4.5,4.6875,22,2,5,4,4,I felt that if a person I did not know well was gossiping to me that that person was not reliable and I marked them as such. I feel that it is impossible to be very likely to trust anyone. I felt on the relationship issues that that was a different matter and that it made the person more truthworthy.,1
0,0,16,16,1,1,3,3,2,5,5,5,5,4,4,4,5,3,5,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,4.75,4,4.25,4.4375,22,2,4,4,6,I trusted my gut,1
1,0,4,3,0.75,0,2,,,,6,,,,5,,,,6,,,,2,,,,1,,,,1,,,,2,,,,6,6,5,6,5.75,,1,,,,,
1,0,16,16,1,1,3,2,5,3,4,4,1,2,5,2,4,2,4,1,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4.75,2.75,3.25,3.25,3.5,21,2,4,3,4,gut feelings,1
0,0,16,16,1,1,2,4,4,2,3,3,3,5,3,3,4,4,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5,3.5,3.5,3,3.75,19,1,2,1,3,Just based on my personal trust of people in general.,2
1,1,16,16,1,1,7,5,7,7,1,3,7,5,2,4,6,4,1,4,6,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,1.5,4,4,3.75,3.3125,27,1,6,10,5,Off personal experience,1
0,1,16,16,1,1,2,2,3,1,6,6,5,6,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6,5.75,5,4.75,5.375,26,1,5,3,5,"I made my judgments based on the short descriptions of the people in the stories.  If they disapproved of certain behaviors, I felt that they were less likely to engage in them themselves.",1
1,0,16,16,1,1,2,2,3,2,5,6,5,6,4,6,4,5,4,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.75,5.5,4.75,4.75,5.1875,22,1,5,2,4,Based on their actions when given an option to use or succeed,2
0,1,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,4,4,4,4,23,1,6,4,5,Based on the little knowledge I know of the people in the stories I was unable to choose in either direction.,1
1,1,16,16,1,1,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,6,6,6,5.9375,21,1,4,8,6,Based them on how I would react if they were people I actually knew,3
1,1,16,16,1,1,1,2,2,1,6,7,6,7,5,6,6,6,6,5,7,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,6.5,5.75,6,6.1875,25,2,2,5,5,I took the wole story into ACCount And put myslef in the Situation.,1
0,0,16,16,1,1,3,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5,3.75,3.75,3.75,4.0625,20,2,4,2,4,"Gut reaction, most of the people questions were about I knew nothing about so I had to just guess.",1
0,0,8,7,0.875,0,4,,,4,5,,,5,4,,,3,4,,,2,1,,,1,2,,,1,3,,,3,2,,,2,4,5,3.5,3,3.875,,1,,,,,
0,0,16,16,1,1,6,4,3,1,4,4,5,7,5,5,5,7,6,5,4,7,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,5,5.5,5.5,5.125,28,2,5,6,3,I did it honestly.,1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,3.75,4,3.9375,27,1,3,4,4,Just read for context and answered honestly based on if I could answer based on conjecture or facts.,2
0,1,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,4,4,4,4,32,2,5,4,4,I don't know whether to trust those people or not because I didn't really know them.  So I felt pretty neutral towards making any judgement at all.,2
0,1,16,16,1,1,1,2,2,1,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.5,4.75,5,5,5.3125,18,1,2,8,4,I judged people the best I could considering I recieved barely any information about them. The most I had to go on is whether or not they supported immoral acts or poor workmanship.,2
1,0,16,16,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5,5,5,5.25,25,1,4,4,3,"If all I have to go on is hearing that a person didn't cheat on a text (or whatever thing), I'd trust him slightly more than the neutral option and would find it unlikely that they'd engage in the activity in question.",3
1,0,16,16,1,1,2,2,2,2,5,5,6,5,6,5,6,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.25,5.5,5,5.4375,34,2,5,6,5,I based my decisions as best as I could with the little information that I had.,1
0,1,16,16,1,1,2,1,2,3,5,6,7,5,7,6,7,5,5,4,7,7,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6,5.75,6.25,5.75,5.9375,19,2,2,2,6,I think if someone openly disapproves of something then I will trust them not to do it,1
1,1,16,16,1,1,2,3,2,2,5,5,4,5,5,5,5,5,4,5,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.75,5,4.25,4.9375,22,1,4,4,5,I read the stories and thought about how they would react while talking with them as dexcribed in the story. If someone has a general strong disgust when talking about something I would assume they would not partake in that something.,1
1,1,16,16,1,1,3,2,4,4,4,5,4,5,5,5,4,4,4,5,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4.75,4.5,4.5,4.25,4.5,58,2,6,3,5,Putting together the information and what I have learned about people in my experiences.,1
1,0,16,16,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,4,4,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5,5,4.5,5.125,51,1,5,4,4,Everything was based on hearsay.  There was nothing else provided in the text to go on.,1
1,0,16,16,1,1,2,6,2,2,6,7,6,5,6,6,6,5,5,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,6,5.75,5.75,5.625,23,1,4,3,6,Thought honest people would remain honest,2
0,1,16,16,1,1,2,3,3,2,5,5,4,5,4,4,4,4,3,5,2,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.5,4.75,4,3.5,4.4375,21,1,4,1,4,I judged them based on the seriosness of the accusations.,1
0,1,16,16,1,1,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.25,4,3.75,3.75,3.9375,20,1,4,1,4,I read the article.,2
1,1,16,16,1,1,2,2,3,1,6,6,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.5,5,5,5.375,39,1,5,6,5,Based on what other people said,1
0,0,16,16,1,1,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.25,4.25,4,4.25,4.1875,28,1,4,2,3,I tried to create a scenerio of the situations given and think about what I would do.,1
0,1,16,16,1,1,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,5,4,4,4.5,42,1,6,5,4,"All the scenarios were the same.  You know nothing about either A or B.  A tells you a story about C who was cheating, failed, etc.  A doesn't like it when people cheat, fail, etc.  The questions were do you trust either A or B outside of the scenario, the answer was neither yes or no.  Do you trust A in the scenario, the answers was more yes than no, do you think A would cheat, fail, the answer was more no than yes.",1
0,0,16,16,1,1,2,3,2,2,3,2,4,4,3,3,3,4,3,3,3,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.75,3.25,3.25,3.25,3.875,22,2,5,2,5,I tried to be objective about the unrelated party.  I based it off of how much i trust people generally.,1
